Game ID,Game Name,Brand,Category,Image URL
,"88 Fortunes","Rich88",flash,https://igamingapis.com/img/1223.png
,"88 Riches","GameArt",Slots,https://imagedelivery.net/nVyft9zNw2I0pNVtrnC1zA/6158/public
,"88 Shi fu","Skywind",flash,https://imagedelivery.net/nVyft9zNw2I0pNVtrnC1zA/1225/public
,"888","SG",Slot,https://igamingapis.com/img/12759.png
,"888","CQ9",Slots,https://imagedelivery.net/nVyft9zNw2I0pNVtrnC1zA/514/public
,"888 Bonanza","PragmaticPlay-Asia",HotSlots,https://igamingapis.com/img/5231.png
,"888 Cai Shen","CQ9",Slots,https://imagedelivery.net/nVyft9zNw2I0pNVtrnC1zA/180/public
,"888 Dragons","PragmaticPlay-EU",HotSlots,https://imagedelivery.net/nVyft9zNw2I0pNVtrnC1zA/4967/public
,"888 Dragons","PragmaticPlay-Asia",MiniGames,https://imagedelivery.net/nVyft9zNw2I0pNVtrnC1zA/5584/public
,"888 Gold","PragmaticPlay-Asia",HotSlots,https://imagedelivery.net/nVyft9zNw2I0pNVtrnC1zA/5118/public
,"888 Gold","PragmaticPlay-EU",HotSlots,https://imagedelivery.net/nVyft9zNw2I0pNVtrnC1zA/4560/public
,"88_Golden_Fortunes","King Midas - One Gaming",Slots,https://imagedelivery.net/nVyft9zNw2I0pNVtrnC1zA/6869/public
,"88_Golden_Fortunes","OneGaming",flash,https://igamingapis.com/img/1226.png
,"88_Treasures","OneGaming",flash,https://igamingapis.com/img/1227.png
,"88_Treasures","King Midas - One Gaming",Slots,https://imagedelivery.net/nVyft9zNw2I0pNVtrnC1zA/6865/public
,"9 Circles of Hell","Amigo",Slot,https://imagedelivery.net/nVyft9zNw2I0pNVtrnC1zA/9943/public
,"9 Enchanted Beans","Microgaming",flash,https://igamingapis.com/img/1229.png
,"9 Happy Pharaohs","Playson",flash,https://imagedelivery.net/nVyft9zNw2I0pNVtrnC1zA/1228/public
,"9 Masks of Fire","Microgaming",flash,https://igamingapis.com/img/1230.png
,"9 Masks of Fire HyperSpins","Microgaming",flash,https://igamingapis.com/img/1231.png
,"9 Pots of Gold","Microgaming",Slots,https://imagedelivery.net/nVyft9zNw2I0pNVtrnC1zA/15/public
,"9 Pots of Gold Megaways","Microgaming",flash,https://igamingapis.com/img/1233.png
,"9 Sons 1 King","Skywind",flash,https://imagedelivery.net/nVyft9zNw2I0pNVtrnC1zA/1232/public
,"9game Game Lobby","9game",Slot,https://igamingapis.com/img/13055.png
,"9K Kong in Vegas","RelaxGaming",flash,https://imagedelivery.net/nVyft9zNw2I0pNVtrnC1zA/1234/public
,"9Wicket","9wickets",Sports,https://igamingapis.com/img/11539.png
,"9x Monkey Lock 2 Spin","KA",Video Slot,https://igamingapis.com/img/11159.png
,"A Dark Matter","Microgaming",Slots,https://imagedelivery.net/nVyft9zNw2I0pNVtrnC1zA/1085/public
,"A Night Out","Playtech",flash,https://imagedelivery.net/nVyft9zNw2I0pNVtrnC1zA/1235/public
,"A Tale of Elves","Microgaming",Slots,https://imagedelivery.net/nVyft9zNw2I0pNVtrnC1zA/1018/public
,"AbraCatDabra","Microgaming",flash,https://imagedelivery.net/nVyft9zNw2I0pNVtrnC1zA/1236/public
,"Abrakadabra","RelaxGaming",flash,https://imagedelivery.net/nVyft9zNw2I0pNVtrnC1zA/1237/public
,"Absolutely Mammoth","Playtech",flash,https://imagedelivery.net/nVyft9zNw2I0pNVtrnC1zA/1238/public
,"Absolutely Mammoth PowerPlay Jackpot","Playtech",flash,https://imagedelivery.net/nVyft9zNw2I0pNVtrnC1zA/1240/public
,"Ace Heist","Ag",Slot,https://igamingapis.com/img/11694.png
,"Ace Heist","PlayAce(AgGaming)",Slots,https://igamingapis.com/img/6916.png
,"Ace Master","Vplus",Slot,https://igamingapis.com/img/8702.png
,"Ace of Spades","PlaynGo",flash,https://imagedelivery.net/nVyft9zNw2I0pNVtrnC1zA/1241/public
,"Ace Round","Evoplay",flash,https://imagedelivery.net/nVyft9zNw2I0pNVtrnC1zA/1242/public
,"Aces & Eights 1 Hand","Habanero",flash,https://imagedelivery.net/nVyft9zNw2I0pNVtrnC1zA/1239/public
,"Aces & Eights 10 Hand","Habanero",flash,https://imagedelivery.net/nVyft9zNw2I0pNVtrnC1zA/1243/public
,"Aces & Eights 100 Hand","Habanero",flash,https://imagedelivery.net/nVyft9zNw2I0pNVtrnC1zA/1244/public
,"Aces & Eights 5 Hand","Habanero",flash,https://imagedelivery.net/nVyft9zNw2I0pNVtrnC1zA/1245/public
,"Aces & Eights 50 Hand","Habanero",flash,https://imagedelivery.net/nVyft9zNw2I0pNVtrnC1zA/1246/public
,"Aces and Eights","KA",Table/Poker,https://igamingapis.com/img/11282.png
,"Acrobatics","CQ9",Slots,https://imagedelivery.net/nVyft9zNw2I0pNVtrnC1zA/849/public
,"Acrobats","KA",Video Slot,https://igamingapis.com/img/11259.png
,"ActionOps: Snow and Sable","Microgaming",flash,https://imagedelivery.net/nVyft9zNw2I0pNVtrnC1zA/1247/public
,"Admiral Wilds","18Peaches",Slot,https://igamingapis.com/img/13034.png
,"Adrenaline Rush","Evoplay",instant game,https://imagedelivery.net/nVyft9zNw2I0pNVtrnC1zA/10423/public
,"Adrenaline Rush: Scratch","Evoplay",instant game,https://imagedelivery.net/nVyft9zNw2I0pNVtrnC1zA/10464/public
,"Adrenaline Rush: Super Boost","Evoplay",video slot,https://imagedelivery.net/nVyft9zNw2I0pNVtrnC1zA/10378/public
,"Advent of the Dragon","Live22",Slot,https://igamingapis.com/img/12995.png
,"Adventure Of Sinbad","EazyGaming",Slots,https://imagedelivery.net/nVyft9zNw2I0pNVtrnC1zA/5812/public
,"Adventure Palace","Microgaming",Slots,https://imagedelivery.net/nVyft9zNw2I0pNVtrnC1zA/1120/public
,"Adventure To The West","FAST SPIN",Slots,https://imagedelivery.net/nVyft9zNw2I0pNVtrnC1zA/7418/public
,"Adventures","Bgaming",Video Slot,https://imagedelivery.net/nVyft9zNw2I0pNVtrnC1zA/10371/public
,"Adventures Of Doubloon Island","Microgaming",Slots,https://imagedelivery.net/nVyft9zNw2I0pNVtrnC1zA/319/public
,"Adventures of Li Red 96","RubyPlay",Slot,https://igamingapis.com/img/9564.png
,"Aero","Turbogames World",MiniGames,https://igamingapis.com/img/7331.png
,"Aeronauts","Evoplay",flash,https://imagedelivery.net/nVyft9zNw2I0pNVtrnC1zA/1249/public
,"Africa X UP","Microgaming",flash,https://imagedelivery.net/nVyft9zNw2I0pNVtrnC1zA/1250/public
,"African Cats 96","RubyPlay",Slot,https://igamingapis.com/img/9568.png
,"African Elephant","PragmaticPlay-EU",HotSlots,https://imagedelivery.net/nVyft9zNw2I0pNVtrnC1zA/4707/public
,"African Elephant","PragmaticPlay-Asia",HotSlots,https://imagedelivery.net/nVyft9zNw2I0pNVtrnC1zA/5293/public
,"African Quest","Microgaming",Slot,https://imagedelivery.net/nVyft9zNw2I0pNVtrnC1zA/10268/public
,"African Spirit Sticky Wilds","3Oaks (BNG)",Slots,https://imagedelivery.net/nVyft9zNw2I0pNVtrnC1zA/7131/public
,"African Sunset","GameArt",Slots,https://imagedelivery.net/nVyft9zNw2I0pNVtrnC1zA/6159/public
,"African Sunset 2","GameArt",Slots,https://imagedelivery.net/nVyft9zNw2I0pNVtrnC1zA/6160/public
,"African Wilds","Microgaming",Slots,https://imagedelivery.net/nVyft9zNw2I0pNVtrnC1zA/10259/public
,"Age of Akkadia","RedTiger",flash,https://imagedelivery.net/nVyft9zNw2I0pNVtrnC1zA/1253/public
,"Age of Discovery","Microgaming",flash,https://imagedelivery.net/nVyft9zNw2I0pNVtrnC1zA/1256/public
,"Age of Egypt","Playtech",flash,https://imagedelivery.net/nVyft9zNw2I0pNVtrnC1zA/1252/public
,"Age Of Glory","Endorphina",Slot,https://igamingapis.com/img/12304.png
,"Age Of Seth","Hacksaw World",Slot,https://imagedelivery.net/nVyft9zNw2I0pNVtrnC1zA/10905/public
,"Age of the Gods God of Storms 2","Playtech",flash,https://imagedelivery.net/nVyft9zNw2I0pNVtrnC1zA/1255/public
,"Age of the Gods Norse: Gods and Giants","Playtech",flash,https://imagedelivery.net/nVyft9zNw2I0pNVtrnC1zA/1261/public
,"Age of the Gods: King of Olympus","Playtech",flash,https://imagedelivery.net/nVyft9zNw2I0pNVtrnC1zA/1274/public
,"Agent Ace","JILI",Slots,https://imagedelivery.net/nVyft9zNw2I0pNVtrnC1zA/634/public
,"Agent Destiny","PlaynGo",flash,https://imagedelivery.net/nVyft9zNw2I0pNVtrnC1zA/1285/public
,"Agent Jane Blonde","Microgaming",Slots,https://imagedelivery.net/nVyft9zNw2I0pNVtrnC1zA/941/public
,"Agent Royale","RedTiger",flash,https://imagedelivery.net/nVyft9zNw2I0pNVtrnC1zA/1287/public
,"AI City","EpicWin",flash,https://imagedelivery.net/nVyft9zNw2I0pNVtrnC1zA/1288/public
,"Air Combet","topbet",Crash,https://igamingapis.com/img/12119.png
,"Air Jet","100HP",Crash,https://imagedelivery.net/nVyft9zNw2I0pNVtrnC1zA/8771/public
,"Airwave Roulette","Microgaming",CasinoLive,https://imagedelivery.net/nVyft9zNw2I0pNVtrnC1zA/10205/public
,"AK47","JILI",flash,https://imagedelivery.net/nVyft9zNw2I0pNVtrnC1zA/324/public
,"Akbar Birbal","Endorphina",Slot,https://igamingapis.com/img/12387.png
,"Aladdin and the Sorcerer","PragmaticPlay-Asia",HotSlots,https://imagedelivery.net/nVyft9zNw2I0pNVtrnC1zA/5527/public
,"Aladdin's lamp","CQ9",Slots,https://imagedelivery.net/nVyft9zNw2I0pNVtrnC1zA/301/public
,"Aladdins Quest","GameArt",Slots,https://imagedelivery.net/nVyft9zNw2I0pNVtrnC1zA/6161/public
,"Alaskan Fishing","Microgaming",flash,https://imagedelivery.net/nVyft9zNw2I0pNVtrnC1zA/1290/public
,"Alchemist Wonders","Hacksaw World",Slot,https://imagedelivery.net/nVyft9zNw2I0pNVtrnC1zA/10882/public
,"Alchemy","RelaxGaming",flash,https://imagedelivery.net/nVyft9zNw2I0pNVtrnC1zA/1289/public
,"Alchemy Fortunes","Microgaming",Slots,https://imagedelivery.net/nVyft9zNw2I0pNVtrnC1zA/305/public
,"Alchemy Gold","PGSoft",Slots,https://imagedelivery.net/nVyft9zNw2I0pNVtrnC1zA/701/public
,"Alexander The Great","RedTiger（Asia）",Slots,https://imagedelivery.net/nVyft9zNw2I0pNVtrnC1zA/8285/public
,"Ali Baba","JILI",Slots,https://imagedelivery.net/nVyft9zNw2I0pNVtrnC1zA/931/public
,"Ali Babas Riches","GameArt",Slots,https://imagedelivery.net/nVyft9zNw2I0pNVtrnC1zA/6162/public
,"Alibaba","Ag",Slot,https://igamingapis.com/img/11738.png
,"Alice In Adventureland","RelaxGaming",flash,https://imagedelivery.net/nVyft9zNw2I0pNVtrnC1zA/1292/public
,"Alice In MegaLand","KA",Video Slot,https://igamingapis.com/img/11302.png
,"Alice in Wonderland","GAMINGSOFT-WOW",Slot,https://igamingapis.com/img/12721.png
,"Alice Run","CQ9",chess,https://imagedelivery.net/nVyft9zNw2I0pNVtrnC1zA/559/public
,"Alice WonderLuck","Bgaming",Video Slot,https://imagedelivery.net/nVyft9zNw2I0pNVtrnC1zA/10319/public
,"Alien Fruits","Bgaming",flash,https://imagedelivery.net/nVyft9zNw2I0pNVtrnC1zA/1293/public
,"Alien Fruits 2","Bgaming",flash,https://imagedelivery.net/nVyft9zNw2I0pNVtrnC1zA/1294/public
,"Alien Hunter","SG",Fish,https://igamingapis.com/img/12806.png
,"Alien Invaders","PragmaticPlay-Asia",HotSlots,https://imagedelivery.net/nVyft9zNw2I0pNVtrnC1zA/5638/public
,"Alien Smash","FAST SPIN",Slots,https://imagedelivery.net/nVyft9zNw2I0pNVtrnC1zA/7407/public
,"Alien Tour","KA",Video Slot,https://igamingapis.com/img/11133.png
,"Alive! Megaways","Skywind",flash,https://imagedelivery.net/nVyft9zNw2I0pNVtrnC1zA/1295/public
,"All American Poker 1 Hand","Habanero",flash,https://imagedelivery.net/nVyft9zNw2I0pNVtrnC1zA/1296/public
,"All For One","Habanero",flash,https://imagedelivery.net/nVyft9zNw2I0pNVtrnC1zA/1300/public
,"All for the Winner","BtGaming",flash,https://imagedelivery.net/nVyft9zNw2I0pNVtrnC1zA/1302/public
,"All Lucky Clover","Bgaming",flash,https://imagedelivery.net/nVyft9zNw2I0pNVtrnC1zA/1303/public
,"All Star Team","CQ9",Slots,https://imagedelivery.net/nVyft9zNw2I0pNVtrnC1zA/613/public
,"All Ways Luck","Endorphina",Slot,https://igamingapis.com/img/12319.png
,"All Wilds","CQ9",Slots,https://imagedelivery.net/nVyft9zNw2I0pNVtrnC1zA/867/public
,"ALL-IN POKER","2J",flash,https://imagedelivery.net/nVyft9zNw2I0pNVtrnC1zA/1308/public
,"All-star Fishing","JILI",Fishing,https://imagedelivery.net/nVyft9zNw2I0pNVtrnC1zA/728/public
,"All-Star Fruits","Bgaming",Video Slot,https://imagedelivery.net/nVyft9zNw2I0pNVtrnC1zA/10322/public
,"Almighty Athena Empire","Microgaming",flash,https://imagedelivery.net/nVyft9zNw2I0pNVtrnC1zA/1309/public
,"Almighty Dionysus Empire","Microgaming",Slots,https://imagedelivery.net/nVyft9zNw2I0pNVtrnC1zA/10164/public
,"Almighty Greek","King Midas",Slots,https://imagedelivery.net/nVyft9zNw2I0pNVtrnC1zA/6819/public
,"Almighty Sparta","Endorphina",Slot,https://igamingapis.com/img/12425.png
,"Almighty Zeus","iDeal",flash,https://imagedelivery.net/nVyft9zNw2I0pNVtrnC1zA/983/public
,"Aloha Fruit Punch","PgsGaming",Slots,https://igamingapis.com/img/7071.png
,"Aloha King Elvis","Bgaming",flash,https://imagedelivery.net/nVyft9zNw2I0pNVtrnC1zA/1312/public
,"Aloha! Christmas","Netent",flash,https://imagedelivery.net/nVyft9zNw2I0pNVtrnC1zA/1313/public
,"Aloha! Cluster Pays","Netent",flash,https://imagedelivery.net/nVyft9zNw2I0pNVtrnC1zA/1314/public
,"Alohawaii: Cash Collect","Playtech",flash,https://imagedelivery.net/nVyft9zNw2I0pNVtrnC1zA/1315/public
,"Alpha Eagle","Hacksaw World",Slot,https://imagedelivery.net/nVyft9zNw2I0pNVtrnC1zA/10770/public
,"Alter World","KA",Fish/Shooting,https://igamingapis.com/img/8809.png
,"Always Up!","Bgaming",Video Slot,https://imagedelivery.net/nVyft9zNw2I0pNVtrnC1zA/10356/public
,"Amar Akbar Anthony","JILI",Table,https://igamingapis.com/img/10517.png
,"Amazing Money Machine","PragmaticPlay-Asia",HotSlots,https://igamingapis.com/img/5456.png
,"Amazing Pharaoh","Microgaming",flash,https://igamingapis.com/img/1317.png
,"Amazing Thai Riverland","PSG",Slot,https://igamingapis.com/img/13383.png
,"Amazon - Lost Gold","Microgaming",flash,https://igamingapis.com/img/1318.png
,"Amazon Island Megaways","RedTiger（Asia）",Slots,https://igamingapis.com/img/8425.png
,"Amazon Kingdom","Microgaming",Slots,https://imagedelivery.net/nVyft9zNw2I0pNVtrnC1zA/933/public
,"Amazon Lady","Skywind",flash,https://imagedelivery.net/nVyft9zNw2I0pNVtrnC1zA/1319/public
,"Amazon Queen","PgsGaming",Slots,https://igamingapis.com/img/7035.png
,"American Baccarat","Habanero",flash,https://imagedelivery.net/nVyft9zNw2I0pNVtrnC1zA/1320/public
,"American Blackjack","PragmaticPlay-Asia",Casino,https://imagedelivery.net/nVyft9zNw2I0pNVtrnC1zA/5570/public
,"American Roulette","Evolution Live",CasinoLive,https://imagedelivery.net/nVyft9zNw2I0pNVtrnC1zA/6320/public
